Tommen Sand;Male;tommen.sand@the-stormlands.com;AU;PY
Bran Pyke;Male;bran.pyke@the-riverlands.com;AW;KZ
Robb Flowers;Male;robb.flowers@the-westerlands.com;JE;FK
Myrcella Hill;Female;myrcella.hill@the-reach.com;ST;VA
Tyrion Waters;Male;tyrion.waters@dorne.com;EE;CM
Jamie Stone;Male;jamie.stone@the-crownlands.com;SL;FJ
Robb Storm;Male;robb.storm@the-stormlands.com;AQ;AR
Bran Pyke;Male;bran.pyke@the-north.com;NF;CG
Eddard Rivers;Male;eddard.rivers@the-riverlands.com;KI;JE
Rickon Hill;Male;rickon.hill@dorne.com;TT;MD
Myrcella Pyke;Female;myrcella.pyke@the-westerlands.com;KG;GW
Jamie Stone;Male;jamie.stone@the-crownlands.com;DM;PM
Tyrion Rivers;Male;tyrion.rivers@the-westerlands.com;BJ;US
Joffrey Sand;Male;joffrey.sand@the-iron-islands.com;GT;PT
Tyrion Stone;Male;tyrion.stone@the-crownlands.com;VC;UY
Jon Pyke;Male;jon.pyke@the-reach.com;PY;SA
Arya Waters;Female;arya.waters@the-vale.com;IR;SL
Eddard Stone;Male;eddard.stone@the-north.com;CY;TD
Jamie Rivers;Male;jamie.rivers@the-north.com;RW;MV
Cersei Storm;Female;cersei.storm@the-north.com;CG;BR
Catelyn Snow;Female;catelyn.snow@the-stormlands.com;FJ;PG
Rickon Snow;Male;rickon.snow@the-westerlands.com;BI;ES
Tywin Rivers;Male;tywin.rivers@the-iron-islands.com;NU;SI
Tywin Waters;Male;tywin.waters@the-vale.com;TT;HN
Myrcella Stone;Female;myrcella.stone@the-riverlands.com;SJ;CC
Tommen Waters;Male;tommen.waters@the-iron-islands.com;MC;ZA
Tommen Waters;Male;tommen.waters@the-westerlands.com;VN;WS
Cersei Storm;Female;cersei.storm@dorne.com;BZ;KR
Eddard Stone;Male;eddard.stone@the-north.com;RW;UG
Sansa Snow;Female;sansa.snow@the-vale.com;IQ;TO
Robb Rivers;Male;robb.rivers@the-riverlands.com;BV;PF
Joffrey Waters;Male;joffrey.waters@the-riverlands.com;YT;AE
Sansa Storm;Female;sansa.storm@the-vale.com;MR;GD
Cersei Hill;Female;cersei.hill@the-reach.com;AG;IN
Joffrey Flowers;Male;joffrey.flowers@the-crownlands.com;LY;SM
Tyrion Rivers;Male;tyrion.rivers@the-iron-islands.com;SD;GP
Eddard Snow;Male;eddard.snow@the-westerlands.com;NC;RW
Jon Rivers;Male;jon.rivers@the-north.com;NU;IO
Bran Hill;Male;bran.hill@the-iron-islands.com;BI;NE
Jon Rivers;Male;jon.rivers@the-north.com;HU;TN
Cersei Pyke;Female;cersei.pyke@the-stormlands.com;UA;LA
Cersei Waters;Female;cersei.waters@dorne.com;FI;RW
Joffrey Snow;Male;joffrey.snow@dorne.com;KP;ZA
Sansa Sand;Female;sansa.sand@the-crownlands.com;VE;SM
Joffrey Pyke;Male;joffrey.pyke@the-north.com;RS;IO
Robb Storm;Male;robb.storm@the-iron-islands.com;NO;NF
Robb Snow;Male;robb.snow@the-stormlands.com;AF;KP
Myrcella Sand;Female;myrcella.sand@the-westerlands.com;RW;BV
Catelyn Flowers;Female;catelyn.flowers@the-westerlands.com;MZ;MH
Sansa Flowers;Female;sansa.flowers@the-riverlands.com;ET;GN
Cersei Rivers;Female;cersei.rivers@the-reach.com;MR;FI
Catelyn Stone;Female;catelyn.stone@the-reach.com;MP;LS
Sansa Pyke;Female;sansa.pyke@the-westerlands.com;ER;SN
Jon Hill;Male;jon.hill@the-crownlands.com;AG;HU
Rickon Storm;Male;rickon.storm@the-north.com;MG;MX
Sansa Sand;Female;sansa.sand@the-crownlands.com;NU;PG
Robb Waters;Male;robb.waters@the-reach.com;AI;KY
Arya Sand;Female;arya.sand@dorne.com;GG;AD
Catelyn Flowers;Female;catelyn.flowers@the-stormlands.com;KN;SB
Cersei Waters;Female;cersei.waters@dorne.com;NE;BE
Bran Snow;Male;bran.snow@the-westerlands.com;CC;GE
Sansa Flowers;Female;sansa.flowers@the-vale.com;MX;AE
Cersei Pyke;Female;cersei.pyke@the-reach.com;AX;VU
Rickon Pyke;Male;rickon.pyke@the-stormlands.com;MN;AE
Jamie Waters;Male;jamie.waters@the-iron-islands.com;MD;AZ
Bran Flowers;Male;bran.flowers@the-reach.com;LI;NP
Tommen Pyke;Male;tommen.pyke@the-westerlands.com;LS;AD
Bran Waters;Male;bran.waters@the-crownlands.com;SR;CM
Joffrey Storm;Male;joffrey.storm@dorne.com;LB;PH
Jamie Waters;Male;jamie.waters@the-north.com;KP;ME
Jamie Flowers;Male;jamie.flowers@the-iron-islands.com;PS;MG
Jon Pyke;Male;jon.pyke@the-stormlands.com;CX;GT
Robb Sand;Male;robb.sand@dorne.com;BM;AE
Joffrey Storm;Male;joffrey.storm@the-crownlands.com;RS;SI
Rickon Storm;Male;rickon.storm@the-vale.com;SL;CN
Sansa Hill;Female;sansa.hill@the-reach.com;CC;GN
Tommen Flowers;Male;tommen.flowers@dorne.com;LA;LT
Joffrey Storm;Male;joffrey.storm@the-riverlands.com;AU;NO
Tyrion Rivers;Male;tyrion.rivers@the-vale.com;JO;GG
Jon Rivers;Male;jon.rivers@the-westerlands.com;IL;AW
Tyrion Flowers;Male;tyrion.flowers@dorne.com;RW;UY
Tywin Rivers;Male;tywin.rivers@the-riverlands.com;KM;AL
Eddard Hill;Male;eddard.hill@dorne.com;FM;IS
Jamie Waters;Male;jamie.waters@the-vale.com;BM;CY
Cersei Waters;Female;cersei.waters@dorne.com;VE;GW
Rickon Waters;Male;rickon.waters@the-north.com;NE;LT
Tyrion Stone;Male;tyrion.stone@the-westerlands.com;FJ;MG
Myrcella Stone;Female;myrcella.stone@the-north.com;EE;GE
Arya Rivers;Female;arya.rivers@the-north.com;MG;AI
Tywin Sand;Male;tywin.sand@the-stormlands.com;EH;NP
Robb Flowers;Male;robb.flowers@the-crownlands.com;CG;LV
Bran Rivers;Male;bran.rivers@the-stormlands.com;LR;GY
Catelyn Pyke;Female;catelyn.pyke@the-north.com;SC;GH
Robb Rivers;Male;robb.rivers@the-crownlands.com;TO;BO
Bran Waters;Male;bran.waters@the-stormlands.com;NG;MC
Rickon Flowers;Male;rickon.flowers@the-crownlands.com;CG;GW
Tyrion Snow;Male;tyrion.snow@the-westerlands.com;EG;ID
Tommen Stone;Male;tommen.stone@the-north.com;GQ;NL
Catelyn Pyke;Female;catelyn.pyke@the-north.com;TC;MO
Tyrion Snow;Male;tyrion.snow@the-crownlands.com;PH;RO
Eddard Hill;Male;eddard.hill@dorne.com;BG;BO
Jon Hill;Male;jon.hill@the-iron-islands.com;VE;UZ
Cersei Storm;Female;cersei.storm@the-stormlands.com;XK;LT
Tyrion Waters;Male;tyrion.waters@dorne.com;MM;MD
Bran Hill;Male;bran.hill@the-iron-islands.com;MO;IT
Jamie Hill;Male;jamie.hill@the-vale.com;FO;MQ
Arya Sand;Female;arya.sand@the-vale.com;MS;NP
Catelyn Storm;Female;catelyn.storm@the-westerlands.com;IN;SB
Jamie Sand;Male;jamie.sand@the-riverlands.com;MR;MO
Bran Snow;Male;bran.snow@the-riverlands.com;GL;PT
Tyrion Sand;Male;tyrion.sand@the-north.com;MA;PS
Tommen Sand;Male;tommen.sand@the-crownlands.com;AN;HR
Cersei Pyke;Female;cersei.pyke@the-stormlands.com;PY;DM
Catelyn Stone;Female;catelyn.stone@the-reach.com;CL;RE
Catelyn Pyke;Female;catelyn.pyke@the-north.com;CX;SJ
Catelyn Waters;Female;catelyn.waters@the-vale.com;CO;BB
Myrcella Sand;Female;myrcella.sand@the-crownlands.com;GT;CV
Tyrion Waters;Male;tyrion.waters@the-stormlands.com;TR;LB
Jon Flowers;Male;jon.flowers@the-stormlands.com;JE;KP
Myrcella Rivers;Female;myrcella.rivers@the-stormlands.com;VC;EC
Jamie Rivers;Male;jamie.rivers@the-crownlands.com;DK;TV
Robb Pyke;Male;robb.pyke@the-north.com;KH;SB
Sansa Flowers;Female;sansa.flowers@dorne.com;LS;AS
Arya Pyke;Female;arya.pyke@the-crownlands.com;VN;MS
Sansa Hill;Female;sansa.hill@dorne.com;ZM;SH
Bran Rivers;Male;bran.rivers@the-crownlands.com;TK;NR
Bran Waters;Male;bran.waters@the-reach.com;MX;BJ
Jon Storm;Male;jon.storm@the-westerlands.com;BY;LR
Jamie Snow;Male;jamie.snow@the-reach.com;KM;NO
Rickon Stone;Male;rickon.stone@the-reach.com;SZ;TJ
Tommen Hill;Male;tommen.hill@the-stormlands.com;BZ;SV
Catelyn Pyke;Female;catelyn.pyke@the-riverlands.com;KI;AL
Eddard Storm;Male;eddard.storm@the-stormlands.com;IN;CF
Tywin Storm;Male;tywin.storm@the-westerlands.com;LC;PE
Joffrey Storm;Male;joffrey.storm@the-iron-islands.com;ER;LS
Joffrey Rivers;Male;joffrey.rivers@the-westerlands.com;LV;TF
Tommen Waters;Male;tommen.waters@the-westerlands.com;CO;BA
Catelyn Hill;Female;catelyn.hill@the-north.com;SG;BD
Robb Flowers;Male;robb.flowers@the-vale.com;CC;KR
Joffrey Snow;Male;joffrey.snow@dorne.com;JP;VA
Robb Rivers;Male;robb.rivers@the-reach.com;TK;PN
Catelyn Waters;Female;catelyn.waters@the-crownlands.com;GB;MM
Eddard Pyke;Male;eddard.pyke@the-north.com;BW;VA
Tommen Snow;Male;tommen.snow@the-westerlands.com;CZ;MA
Jon Flowers;Male;jon.flowers@the-riverlands.com;HN;DM
Catelyn Waters;Female;catelyn.waters@the-crownlands.com;BG;AT
Robb Storm;Male;robb.storm@the-vale.com;CI;SR
Tommen Storm;Male;tommen.storm@the-vale.com;MH;DE
Tommen Sand;Male;tommen.sand@the-westerlands.com;NO;SC
Jamie Sand;Male;jamie.sand@the-iron-islands.com;GE;BF
Bran Hill;Male;bran.hill@the-north.com;LK;MZ
Tywin Hill;Male;tywin.hill@the-crownlands.com;RO;LC
Tommen Sand;Male;tommen.sand@the-iron-islands.com;FO;CC
Jamie Sand;Male;jamie.sand@the-westerlands.com;SN;TW
Joffrey Waters;Male;joffrey.waters@dorne.com;RE;GP
Rickon Hill;Male;rickon.hill@the-westerlands.com;EC;CH
Cersei Flowers;Female;cersei.flowers@the-crownlands.com;PE;NU
Joffrey Stone;Male;joffrey.stone@the-crownlands.com;EG;KG
Tywin Rivers;Male;tywin.rivers@the-crownlands.com;MN;CC
Myrcella Rivers;Female;myrcella.rivers@the-westerlands.com;BV;PT
Catelyn Flowers;Female;catelyn.flowers@the-reach.com;JE;VC
Arya Storm;Female;arya.storm@the-crownlands.com;VC;EE
Bran Stone;Male;bran.stone@dorne.com;MU;SI
Jon Pyke;Male;jon.pyke@dorne.com;GR;GW
Tyrion Flowers;Male;tyrion.flowers@the-reach.com;LT;SZ
Joffrey Rivers;Male;joffrey.rivers@the-north.com;ST;BB
Tyrion Hill;Male;tyrion.hill@the-stormlands.com;LA;AN
Myrcella Hill;Female;myrcella.hill@the-vale.com;AL;UG
Robb Storm;Male;robb.storm@the-vale.com;BZ;AU
Tyrion Rivers;Male;tyrion.rivers@the-vale.com;VN;NZ
Myrcella Waters;Female;myrcella.waters@the-vale.com;BW;EG
Tommen Pyke;Male;tommen.pyke@the-westerlands.com;BB;VI
Tywin Sand;Male;tywin.sand@the-vale.com;BH;TF
Tommen Pyke;Male;tommen.pyke@the-iron-islands.com;CK;GN
Robb Flowers;Male;robb.flowers@the-reach.com;CC;PL
Catelyn Flowers;Female;catelyn.flowers@the-crownlands.com;NF;HK
Rickon Hill;Male;rickon.hill@the-riverlands.com;GA;SC
Catelyn Flowers;Female;catelyn.flowers@the-north.com;DM;FK
Jamie Waters;Male;jamie.waters@the-reach.com;MR;PH
Rickon Hill;Male;rickon.hill@dorne.com;YE;HN
Bran Stone;Male;bran.stone@dorne.com;TM;SO
Catelyn Snow;Female;catelyn.snow@dorne.com;PM;ML
Jamie Stone;Male;jamie.stone@the-iron-islands.com;CV;LC
Joffrey Stone;Male;joffrey.stone@the-stormlands.com;VA;PE
Catelyn Flowers;Female;catelyn.flowers@the-north.com;FJ;PE
Tywin Waters;Male;tywin.waters@the-reach.com;SN;PG
Jamie Snow;Male;jamie.snow@the-vale.com;UG;TF
Jamie Waters;Male;jamie.waters@dorne.com;TF;UY
Bran Flowers;Male;bran.flowers@the-crownlands.com;PM;GD
Bran Waters;Male;bran.waters@the-stormlands.com;MV;ML
Tommen Hill;Male;tommen.hill@dorne.com;RU;IT
Cersei Rivers;Female;cersei.rivers@the-stormlands.com;KG;BH
Bran Snow;Male;bran.snow@the-reach.com;IS;TM
Rickon Stone;Male;rickon.stone@the-crownlands.com;FO;TR
Cersei Flowers;Female;cersei.flowers@the-riverlands.com;SN;RU
Rickon Pyke;Male;rickon.pyke@the-stormlands.com;KP;VU
Cersei Pyke;Female;cersei.pyke@dorne.com;TV;GQ
Joffrey Hill;Male;joffrey.hill@the-stormlands.com;VG;KN
Arya Waters;Female;arya.waters@dorne.com;TF;SA
Arya Hill;Female;arya.hill@the-vale.com;ST;TT
Bran Snow;Male;bran.snow@the-iron-islands.com;BN;CN
Rickon Sand;Male;rickon.sand@the-vale.com;MX;SI
Joffrey Snow;Male;joffrey.snow@the-stormlands.com;CF;TJ
Rickon Sand;Male;rickon.sand@the-riverlands.com;ES;PR
Tyrion Pyke;Male;tyrion.pyke@the-iron-islands.com;LV;PW
Tywin Pyke;Male;tywin.pyke@the-reach.com;OM;IL
Jamie Waters;Male;jamie.waters@the-vale.com;VC;FK
Robb Storm;Male;robb.storm@the-riverlands.com;KP;MN
Jamie Rivers;Male;jamie.rivers@the-north.com;LU;CF
Myrcella Stone;Female;myrcella.stone@the-vale.com;SA;SA
Rickon Stone;Male;rickon.stone@the-vale.com;NG;NZ
Jamie Stone;Male;jamie.stone@the-riverlands.com;DE;UZ
Joffrey Rivers;Male;joffrey.rivers@the-crownlands.com;ER;TM
Catelyn Hill;Female;catelyn.hill@the-westerlands.com;FJ;SA
Bran Flowers;Male;bran.flowers@dorne.com;SB;CG
Myrcella Waters;Female;myrcella.waters@the-crownlands.com;DO;GA
Tyrion Flowers;Male;tyrion.flowers@the-crownlands.com;EH;BS
Rickon Hill;Male;rickon.hill@dorne.com;VU;GS
Myrcella Stone;Female;myrcella.stone@the-crownlands.com;RW;IS
Arya Snow;Female;arya.snow@the-crownlands.com;LS;FI
Bran Waters;Male;bran.waters@the-crownlands.com;CZ;SB
Sansa Waters;Female;sansa.waters@the-westerlands.com;CV;NI
Joffrey Waters;Male;joffrey.waters@the-reach.com;HN;AW
Arya Rivers;Female;arya.rivers@dorne.com;SZ;MH
Jon Storm;Male;jon.storm@the-vale.com;MG;AD
Tyrion Flowers;Male;tyrion.flowers@the-vale.com;PW;UG
Tyrion Stone;Male;tyrion.stone@the-iron-islands.com;SY;TN
Jon Sand;Male;jon.sand@dorne.com;GW;HK
Tommen Sand;Male;tommen.sand@the-riverlands.com;NI;JP
Joffrey Pyke;Male;joffrey.pyke@the-reach.com;NU;JE
Rickon Stone;Male;rickon.stone@the-vale.com;MO;XK
Myrcella Pyke;Female;myrcella.pyke@the-crownlands.com;NR;EE
Bran Sand;Male;bran.sand@the-riverlands.com;KE;MG
Sansa Pyke;Female;sansa.pyke@the-crownlands.com;NZ;LB
Eddard Rivers;Male;eddard.rivers@the-reach.com;SL;KG
Catelyn Hill;Female;catelyn.hill@the-stormlands.com;LR;RU
Jon Storm;Male;jon.storm@dorne.com;BB;NU
Jamie Stone;Male;jamie.stone@the-north.com;GG;HM
Jamie Snow;Male;jamie.snow@the-westerlands.com;AI;MM
Myrcella Stone;Female;myrcella.stone@the-stormlands.com;GY;LU
Eddard Snow;Male;eddard.snow@the-reach.com;LV;UM
Sansa Snow;Female;sansa.snow@the-north.com;GW;GA
Eddard Snow;Male;eddard.snow@the-crownlands.com;IQ;PY
Sansa Stone;Female;sansa.stone@the-westerlands.com;AM;AD
Joffrey Rivers;Male;joffrey.rivers@the-vale.com;AU;TJ
Sansa Hill;Female;sansa.hill@the-riverlands.com;CL;AD
Eddard Pyke;Male;eddard.pyke@the-iron-islands.com;SK;YT
Tyrion Pyke;Male;tyrion.pyke@the-riverlands.com;CZ;HT
Jon Snow;Male;jon.snow@the-reach.com;GS;PG
Cersei Rivers;Female;cersei.rivers@the-stormlands.com;RE;BM
Arya Rivers;Female;arya.rivers@dorne.com;GT;CK
Jamie Rivers;Male;jamie.rivers@the-vale.com;GE;HM
Sansa Rivers;Female;sansa.rivers@the-vale.com;TZ;CL
Cersei Rivers;Female;cersei.rivers@the-stormlands.com;SD;BI
Sansa Rivers;Female;sansa.rivers@the-reach.com;HK;BN
Cersei Sand;Female;cersei.sand@the-crownlands.com;IM;CK
Tywin Storm;Male;tywin.storm@the-vale.com;UY;BT
Tyrion Snow;Male;tyrion.snow@the-vale.com;MO;ST
Arya Rivers;Female;arya.rivers@the-westerlands.com;PN;MH
Sansa Pyke;Female;sansa.pyke@the-vale.com;FO;SE
Rickon Waters;Male;rickon.waters@the-vale.com;IT;KI
Robb Waters;Male;robb.waters@the-crownlands.com;MO;AL
Robb Pyke;Male;robb.pyke@the-westerlands.com;ID;FK
Tyrion Snow;Male;tyrion.snow@the-reach.com;TF;EH
Cersei Pyke;Female;cersei.pyke@the-iron-islands.com;GG;QA
Joffrey Storm;Male;joffrey.storm@the-north.com;KR;BM
Jon Rivers;Male;jon.rivers@the-westerlands.com;HM;CR
Jamie Flowers;Male;jamie.flowers@the-riverlands.com;IS;KG
Myrcella Waters;Female;myrcella.waters@the-crownlands.com;AD;DZ
Rickon Stone;Male;rickon.stone@the-westerlands.com;AG;LU
Catelyn Storm;Female;catelyn.storm@the-iron-islands.com;VU;SE
Jon Flowers;Male;jon.flowers@the-vale.com;CY;HM
Eddard Rivers;Male;eddard.rivers@the-stormlands.com;SZ;JE
Tyrion Rivers;Male;tyrion.rivers@the-vale.com;TM;IS
Eddard Hill;Male;eddard.hill@the-vale.com;GT;GL
Joffrey Storm;Male;joffrey.storm@dorne.com;SL;CY
Eddard Hill;Male;eddard.hill@the-iron-islands.com;LU;RS
Catelyn Storm;Female;catelyn.storm@the-iron-islands.com;AO;JO
Joffrey Flowers;Male;joffrey.flowers@the-riverlands.com;NG;ZA
Catelyn Hill;Female;catelyn.hill@the-westerlands.com;BW;TT
Jon Waters;Male;jon.waters@the-reach.com;GS;TH
Jon Snow;Male;jon.snow@the-westerlands.com;NR;GR
Jon Storm;Male;jon.storm@the-reach.com;GH;HU
Robb Sand;Male;robb.sand@the-stormlands.com;VU;KN
Jamie Sand;Male;jamie.sand@the-iron-islands.com;MU;LI
Arya Rivers;Female;arya.rivers@the-crownlands.com;GH;AD
Bran Pyke;Male;bran.pyke@the-north.com;CF;BB
Joffrey Snow;Male;joffrey.snow@the-crownlands.com;PW;TV
Arya Snow;Female;arya.snow@the-vale.com;ST;KN
Myrcella Pyke;Female;myrcella.pyke@the-stormlands.com;NZ;CI
Tommen Hill;Male;tommen.hill@dorne.com;AF;LV
Cersei Rivers;Female;cersei.rivers@the-crownlands.com;AO;TW
Joffrey Storm;Male;joffrey.storm@the-north.com;SL;DO
Jon Snow;Male;jon.snow@the-reach.com;PM;MZ
Robb Stone;Male;robb.stone@the-stormlands.com;BJ;BI
Sansa Sand;Female;sansa.sand@the-iron-islands.com;FM;TC
Rickon Storm;Male;rickon.storm@dorne.com;CU;FK
Robb Waters;Male;robb.waters@the-reach.com;PR;MT
Eddard Waters;Male;eddard.waters@the-iron-islands.com;ME;NF
Tommen Waters;Male;tommen.waters@the-riverlands.com;BH;EH
Rickon Pyke;Male;rickon.pyke@the-westerlands.com;ME;BG
Catelyn Stone;Female;catelyn.stone@the-riverlands.com;TC;GM
Arya Snow;Female;arya.snow@the-reach.com;QA;NZ
Joffrey Hill;Male;joffrey.hill@the-north.com;ET;NE
Arya Pyke;Female;arya.pyke@the-stormlands.com;MD;MY
Bran Snow;Male;bran.snow@the-crownlands.com;CI;SC
Jon Snow;Male;jon.snow@the-stormlands.com;EC;PK
Rickon Storm;Male;rickon.storm@the-north.com;LC;GN
Tywin Stone;Male;tywin.stone@the-westerlands.com;FO;AI
Sansa Flowers;Female;sansa.flowers@dorne.com;VN;TD
Arya Stone;Female;arya.stone@the-stormlands.com;MR;AL
Cersei Storm;Female;cersei.storm@the-stormlands.com;CV;PH
Arya Rivers;Female;arya.rivers@the-crownlands.com;HU;GW
Bran Pyke;Male;bran.pyke@the-stormlands.com;LY;ZM
Eddard Storm;Male;eddard.storm@the-reach.com;SM;PF
Cersei Stone;Female;cersei.stone@the-crownlands.com;AT;SR
Joffrey Rivers;Male;joffrey.rivers@the-vale.com;BD;TN
Tyrion Hill;Male;tyrion.hill@the-vale.com;AZ;PL
Cersei Snow;Female;cersei.snow@the-vale.com;UA;SY
Jon Snow;Male;jon.snow@the-stormlands.com;GR;GB
Joffrey Storm;Male;joffrey.storm@the-iron-islands.com;PE;AM
Myrcella Snow;Female;myrcella.snow@the-riverlands.com;FK;GY
Tommen Storm;Male;tommen.storm@the-iron-islands.com;MZ;BM
Catelyn Storm;Female;catelyn.storm@the-crownlands.com;MW;CG
Tyrion Hill;Male;tyrion.hill@dorne.com;RO;ID
Arya Pyke;Female;arya.pyke@the-vale.com;TV;SN
Myrcella Flowers;Female;myrcella.flowers@the-north.com;SK;MP
Jon Pyke;Male;jon.pyke@the-vale.com;IE;PH
Rickon Rivers;Male;rickon.rivers@the-reach.com;MM;JE
Sansa Pyke;Female;sansa.pyke@the-vale.com;DM;BW
Arya Stone;Female;arya.stone@the-north.com;GT;GP
Myrcella Snow;Female;myrcella.snow@the-vale.com;MO;MO
Bran Flowers;Male;bran.flowers@the-north.com;CM;SL
Cersei Waters;Female;cersei.waters@the-riverlands.com;EE;TL
Myrcella Storm;Female;myrcella.storm@the-westerlands.com;TW;MA
Tommen Stone;Male;tommen.stone@the-riverlands.com;FR;SA
Catelyn Rivers;Female;catelyn.rivers@the-stormlands.com;BT;PM
Rickon Flowers;Male;rickon.flowers@the-iron-islands.com;PS;DJ
Joffrey Snow;Male;joffrey.snow@the-riverlands.com;GQ;NZ
Rickon Flowers;Male;rickon.flowers@the-reach.com;BM;IR
Jon Flowers;Male;jon.flowers@the-north.com;PG;BW
Tommen Storm;Male;tommen.storm@the-north.com;IO;LY
Jon Snow;Male;jon.snow@the-stormlands.com;PT;MG
Sansa Rivers;Female;sansa.rivers@the-crownlands.com;TN;BO
Cersei Stone;Female;cersei.stone@the-riverlands.com;NC;MQ
Cersei Storm;Female;cersei.storm@the-north.com;XK;BS
Jamie Hill;Male;jamie.hill@the-westerlands.com;MR;LS
Myrcella Stone;Female;myrcella.stone@the-stormlands.com;NG;IO
Jamie Hill;Male;jamie.hill@the-north.com;CF;FJ
Joffrey Stone;Male;joffrey.stone@the-stormlands.com;RE;GT
Catelyn Pyke;Female;catelyn.pyke@the-stormlands.com;GS;CI
Joffrey Storm;Male;joffrey.storm@the-stormlands.com;FJ;PF
Catelyn Flowers;Female;catelyn.flowers@the-riverlands.com;FM;KZ
Tywin Waters;Male;tywin.waters@the-vale.com;GW;BD
Tommen Flowers;Male;tommen.flowers@the-crownlands.com;BG;ID
Rickon Pyke;Male;rickon.pyke@the-stormlands.com;FK;SN
Jamie Rivers;Male;jamie.rivers@the-reach.com;ZW;FK
Rickon Rivers;Male;rickon.rivers@the-riverlands.com;MV;ES
Robb Stone;Male;robb.stone@dorne.com;MU;CC
Tommen Hill;Male;tommen.hill@the-crownlands.com;TG;MX
Rickon Sand;Male;rickon.sand@the-reach.com;JE;CN
Tyrion Waters;Male;tyrion.waters@the-north.com;OM;AL
Bran Waters;Male;bran.waters@the-reach.com;AF;CA
Myrcella Pyke;Female;myrcella.pyke@dorne.com;OM;AQ
Jamie Snow;Male;jamie.snow@the-crownlands.com;NF;SM
Sansa Stone;Female;sansa.stone@the-stormlands.com;LC;BB
Arya Hill;Female;arya.hill@dorne.com;KE;LV
Sansa Pyke;Female;sansa.pyke@the-riverlands.com;AL;BT
Sansa Waters;Female;sansa.waters@the-riverlands.com;GE;ES
Myrcella Waters;Female;myrcella.waters@dorne.com;TN;KZ
Tommen Rivers;Male;tommen.rivers@the-iron-islands.com;JP;BG
Rickon Rivers;Male;rickon.rivers@the-vale.com;GS;DK
Sansa Flowers;Female;sansa.flowers@the-stormlands.com;PS;SR
Tywin Flowers;Male;tywin.flowers@the-vale.com;KW;AQ
Tyrion Waters;Male;tyrion.waters@dorne.com;IO;IM
Bran Stone;Male;bran.stone@the-riverlands.com;BF;FJ
Catelyn Storm;Female;catelyn.storm@the-vale.com;BG;XK
Arya Sand;Female;arya.sand@the-reach.com;SH;SE
Tommen Pyke;Male;tommen.pyke@the-north.com;PA;SO
Joffrey Stone;Male;joffrey.stone@the-iron-islands.com;HR;SB
Catelyn Stone;Female;catelyn.stone@the-north.com;HK;VN
Sansa Hill;Female;sansa.hill@the-reach.com;PF;AD
Catelyn Hill;Female;catelyn.hill@the-vale.com;AE;AL
Tommen Storm;Male;tommen.storm@the-stormlands.com;SO;MR
Robb Flowers;Male;robb.flowers@the-reach.com;FK;AW
Joffrey Snow;Male;joffrey.snow@the-vale.com;KN;TD
Bran Snow;Male;bran.snow@the-vale.com;ML;TH
Joffrey Flowers;Male;joffrey.flowers@the-crownlands.com;PM;SJ
Joffrey Flowers;Male;joffrey.flowers@dorne.com;AT;GQ
Jon Storm;Male;jon.storm@the-riverlands.com;TW;BG
Joffrey Snow;Male;joffrey.snow@the-riverlands.com;MS;NP
Bran Storm;Male;bran.storm@the-westerlands.com;LT;OM
Rickon Hill;Male;rickon.hill@the-iron-islands.com;CR;KR
Jamie Stone;Male;jamie.stone@the-north.com;CG;CK
Catelyn Waters;Female;catelyn.waters@the-iron-islands.com;GG;PF
Rickon Snow;Male;rickon.snow@the-crownlands.com;RW;IL
Tywin Rivers;Male;tywin.rivers@the-stormlands.com;LB;MG
Sansa Stone;Female;sansa.stone@the-reach.com;MT;SJ
Tyrion Storm;Male;tyrion.storm@the-westerlands.com;CI;IQ
Robb Rivers;Male;robb.rivers@the-crownlands.com;VE;NC
Arya Hill;Female;arya.hill@the-westerlands.com;AN;PA
Eddard Sand;Male;eddard.sand@the-reach.com;BJ;TT
Tyrion Flowers;Male;tyrion.flowers@the-westerlands.com;BO;MC
Bran Sand;Male;bran.sand@the-iron-islands.com;GM;AR
Myrcella Stone;Female;myrcella.stone@the-north.com;IT;DJ
Joffrey Sand;Male;joffrey.sand@the-westerlands.com;UY;KY
Sansa Pyke;Female;sansa.pyke@the-stormlands.com;SH;SG
Jon Pyke;Male;jon.pyke@the-north.com;BG;AR
Sansa Sand;Female;sansa.sand@the-north.com;KY;BY
Tommen Hill;Male;tommen.hill@the-north.com;AM;TT
Eddard Stone;Male;eddard.stone@the-crownlands.com;AN;MZ
Cersei Sand;Female;cersei.sand@the-vale.com;JM;SO
Tommen Waters;Male;tommen.waters@the-vale.com;AI;PE
Rickon Stone;Male;rickon.stone@the-riverlands.com;NO;OM
Tywin Stone;Male;tywin.stone@the-vale.com;MG;PY
Rickon Pyke;Male;rickon.pyke@dorne.com;PK;IO
Jamie Stone;Male;jamie.stone@the-stormlands.com;CX;DM
Eddard Waters;Male;eddard.waters@dorne.com;LU;SJ
Bran Rivers;Male;bran.rivers@the-north.com;MW;GD
Jamie Hill;Male;jamie.hill@the-crownlands.com;CN;BR
Bran Snow;Male;bran.snow@dorne.com;SA;RS
Tommen Snow;Male;tommen.snow@the-riverlands.com;EG;LA
Sansa Rivers;Female;sansa.rivers@the-riverlands.com;CY;BY
Sansa Rivers;Female;sansa.rivers@the-stormlands.com;GQ;GG
Cersei Snow;Female;cersei.snow@the-reach.com;PE;PM
